1.3488 	WARNING 	We strongly recommend you activate the PTB sound engine in PsychoPy prefs as the preferred audio engine. Its timing is vastly superior. Your prefs are currently set to use ['sounddevice', 'PTB', 'pyo', 'pygame'] (in that order).
4.6925 	WARNING 	User requested fullscreen with size [1024  768], but screen is actually [1366, 768]. Using actual size
6.1490 	EXP 	Created window1 = Window(allowGUI=True, allowStencil=False, autoLog=True, backendConf=UNKNOWN, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x000002B889C121F0>, gamma=None, gammaErrorPolicy='raise', lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x000002B88ABB46A0>, multiSample=False, name='window1', numSamples=2, pos=(0, 0), screen=0, size=array([1366,  768]), stencilBits=0, stereo=False, units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
6.1491 	EXP 	window1: mouseVisible = True
6.1492 	EXP 	window1: mouseVisible = False
6.1492 	EXP 	window1: Attempting to measure frame rate of screen (0) ...
6.1492 	EXP 	window1: recordFrameIntervals = False
6.3151 	EXP 	window1: recordFrameIntervals = True
6.4984 	EXP 	Screen (0) actual frame rate measured at 60.06Hz
6.4984 	EXP 	window1: recordFrameIntervals = False
8.2508 	EXP 	Created polygon = ShapeStim(__class__=<class 'psychopy.visual.shape.ShapeStim'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=0.0, fillColor=array([1, 1, 1]), fillColorSpace='rgb', fillRGB=array([1, 1, 1]), interpolate=True, lineColor=array([1, 1, 1]), lineColorSpace='rgb', lineRGB=array([1, 1, 1]), lineWidth=1.0, name='polygon', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([0.2, 0.2]), units='height', vertices=ndarray(...), win=Window(...), windingRule=None)
8.2547 	EXP 	Created polygon_2 = ShapeStim(__class__=<class 'psychopy.visual.shape.ShapeStim'>, anchor=('center', 'center'), autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=-1.0, fillColor=array([ 0.3961, -0.7333, -0.7333]), fillColorSpace='rgb', fillRGB=array([ 0.3961, -0.7333, -0.7333]), interpolate=True, lineColor=array([ 0.3961, -0.7333, -0.7333]), lineColorSpace='rgb', lineRGB=array([ 0.3961, -0.7333, -0.7333]), lineWidth=1.0, name='polygon_2', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([0.2, 0.2]), units='height', vertices=ndarray(...), win=Window(...), windingRule=None)
8.2776 	EXP 	Sound sound_1 set volume 1.000
8.3614 	EXP 	Created text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoDraw=False, autoLog=True, bold=False, color=array([1, 1, 1]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05000000000000001, italic=False, languageStyle='LTR', name='text', opacity=1.0, ori=0.0, pos=array([0. , 0.3]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
8.4379 	EXP 	window1: mouseVisible = True
8.4444 	EXP 	Imported Conditions_intentional_binding.xlsx as conditions, 12 conditions, 3 params
8.4453 	EXP 	Created sequence: random, trialTypes=12, nReps=5, seed=None
8.4457 	EXP 	New trial (rep=0, index=0): {'delay': 0.1, 'freq': 1000, 'condition': 'exp'}
8.4545 	EXP 	textbox: autoLog = True
8.4545 	EXP 	polygon: autoDraw = True
9.4454 	EXP 	polygon_2: autoDraw = True
9.4622 	EXP 	polygon: autoDraw = False
10.1143 	DATA 	Keypress: space
10.1293 	EXP 	polygon: autoDraw = False
10.1293 	EXP 	polygon_2: autoDraw = False
10.5325 	EXP 	text: autoDraw = True
10.5325 	EXP 	textbox: autoDraw = True
13.5127 	DATA 	Keypress: num_1
13.7251 	DATA 	Keypress: num_0
13.8914 	DATA 	Keypress: num_0
16.4597 	DATA 	Mouse: Left button down, pos=(679,139)
16.4736 	EXP 	New trial (rep=0, index=1): {'delay': 0.1, 'freq': 1000, 'condition': 'exp'}
16.4885 	EXP 	text: autoDraw = False
16.4885 	EXP 	textbox: autoDraw = False
16.4885 	EXP 	polygon: autoDraw = True
16.6902 	DATA 	Mouse:  Left button up, pos=(679,139)
17.4875 	EXP 	polygon_2: autoDraw = True
17.5042 	EXP 	polygon: autoDraw = False
19.8034 	DATA 	Keypress: space
19.8186 	EXP 	polygon: autoDraw = False
19.8186 	EXP 	polygon_2: autoDraw = False
20.2185 	EXP 	text: autoDraw = True
20.2185 	EXP 	textbox: autoDraw = True
24.2191 	DATA 	Keypress: num_2
24.3980 	DATA 	Keypress: num_5
24.6475 	DATA 	Keypress: num_0
25.8964 	DATA 	Mouse: Left button down, pos=(748,158)
25.8983 	EXP 	New trial (rep=0, index=2): {'delay': 0.4, 'freq': 1000, 'condition': 'exp'}
25.9132 	EXP 	text: autoDraw = False
25.9132 	EXP 	textbox: autoDraw = False
25.9132 	EXP 	polygon: autoDraw = True
26.1308 	DATA 	Mouse:  Left button up, pos=(748,158)
26.9118 	EXP 	polygon_2: autoDraw = True
26.9284 	EXP 	polygon: autoDraw = False
27.9792 	DATA 	Keypress: space
27.9939 	EXP 	polygon: autoDraw = False
27.9939 	EXP 	polygon_2: autoDraw = False
28.6941 	EXP 	text: autoDraw = True
28.6941 	EXP 	textbox: autoDraw = True
35.8205 	DATA 	Keypress: num_2
36.0699 	DATA 	Keypress: num_0
36.3195 	DATA 	Keypress: num_0
37.1021 	DATA 	Mouse: Left button down, pos=(748,158)
37.1033 	EXP 	New trial (rep=0, index=3): {'delay': 0.7, 'freq': 1000, 'condition': 'exp'}
37.1182 	EXP 	text: autoDraw = False
37.1182 	EXP 	textbox: autoDraw = False
37.1182 	EXP 	polygon: autoDraw = True
37.3198 	DATA 	Mouse:  Left button up, pos=(748,158)
38.1173 	EXP 	polygon_2: autoDraw = True
38.1340 	EXP 	polygon: autoDraw = False
39.1014 	DATA 	Keypress: space
39.1164 	EXP 	polygon: autoDraw = False
39.1164 	EXP 	polygon_2: autoDraw = False
40.1154 	EXP 	text: autoDraw = True
40.1154 	EXP 	textbox: autoDraw = True
43.1168 	DATA 	Keypress: num_5
43.6035 	DATA 	Keypress: num_0
43.8167 	DATA 	Keypress: num_0
44.6815 	DATA 	Mouse: Left button down, pos=(748,158)
44.6956 	EXP 	New trial (rep=0, index=4): {'delay': 0.1, 'freq': 400, 'condition': 'unexp'}
44.7109 	EXP 	text: autoDraw = False
44.7109 	EXP 	textbox: autoDraw = False
44.7109 	EXP 	polygon: autoDraw = True
44.8954 	DATA 	Mouse:  Left button up, pos=(748,158)
45.7103 	EXP 	polygon_2: autoDraw = True
45.7265 	EXP 	polygon: autoDraw = False
46.5779 	DATA 	Keypress: space
46.5922 	EXP 	polygon: autoDraw = False
46.5922 	EXP 	polygon_2: autoDraw = False
47.0088 	EXP 	text: autoDraw = True
47.0088 	EXP 	textbox: autoDraw = True
55.5508 	DATA 	Keypress: num_2
55.7340 	DATA 	Keypress: num_5
55.9836 	DATA 	Keypress: num_0
56.7164 	DATA 	Mouse: Left button down, pos=(748,158)
